"id","filename","orig_status","cur_status","pub_year","date_approx","author","script","title","type","series","edition","ocr_quality","language","translated_from","pub_city","country","source","source_url"
135,"bub_gb_r287AAAAcAAJ.pdf","pdf","words",1823,,"Franz Anton Weilhuber","fraktur","Teutsches Universal-Kochbuch (zweyter Theil)","Bourgeois cooking",,,0.919328975270162,"German",,"Pappenheim","Germany","Archive.org","https://archive.org/details/bub_gb_r287AAAAcAAJ"
136,"bub_gb_tQIqAAAAYAAJ.pdf","pdf","words",1825,,"Friedr. Luise Löffler","fraktur","Neues Kochbuch (Anhang)","Bourgeois cooking","Friedr. Luise Löffler",4,0.926975630487088,"German",,"Stuttgart","Germany","Archive.org","https://archive.org/details/bub_gb_tQIqAAAAYAAJ_2"
137,"b21533854.pdf","pdf","words",1827,,"Marie Rosnack","fraktur","Neues Stettiner Kochbuch","Bourgeois cooking",,,0.914782777979918,"German",,"Stettin","Germany","Archive.org","https://archive.org/details/b21533854"
138,"b22023653.pdf","pdf","words",1828,,"Sophie Armster","fraktur","Kochbuch für alle Stände","Bourgeois cooking",,,0.912815255179344,"German",,"Hannover, Stade","Germany","Archive.org","https://archive.org/details/b22023653"
139,"bub_gb_NIU7AAAAcAAJ.pdf","pdf","words",1831,,"Bartels","fraktur","Die allezeit fertige Hamburger Köchin","Bourgeois cooking",,,0.892012127432448,"German",,"Hamburg","Germany","Archive.org","https://archive.org/details/bub_gb_NIU7AAAAcAAJ"
140,"bub_gb_6f8pAAAAYAAJ.pdf","pdf","words",1833,,"Friedr. Luise Löffler","fraktur","Neues Kochbuch (erster Theil)","Bourgeois cooking","Friedr. Luise Löffler",8,0.894490324957027,"German",,"Stuttgart","Germany","Archive.org","https://archive.org/details/bub_gb_6f8pAAAAYAAJ"
141,"bub_gb_sV42AQAAMAAJ.pdf","pdf","words",1847,,"Betty Gleim","fraktur","Betty Gleim's Bremisches Kochbuch","Bourgeois cooking",,8,0.918284310943688,"German",,"Bremen","Germany","Archive.org","https://archive.org/details/bub_gb_sV42AQAAMAAJ"
142,"bub_gb_W187AAAAcAAJ.pdf","pdf","words",1848,,"J. G. Sartory","fraktur","Die schwäbisch-bayerische Küche oder Neuestes Augsburger Kochbuch","Bourgeois cooking",,,0.938686465070322,"German",,"Augsburg","Germany","Archive.org","https://archive.org/details/bub_gb_W187AAAAcAAJ"
143,"bub_gb__Ps8AAAAYAAJ.pdf","pdf","words",1845,,"Helene Rundell","fraktur","Neuestes auf Erfahrung gegründetes Kochbuch","Bourgeois cooking",,"62 (frei bearbeitet nach)",0.930787006385594,"German",,"Ulm","Germany","Archive.org","https://archive.org/details/bub_gb__Ps8AAAAYAAJ"
144,"bub_gb_O7AzTOZl4acC.pdf","pdf","words",1840,,"J. Stolz","fraktur","Vollständiges rheinisches Kochbuch","Bourgeois cooking",,2,0.962424921216514,"German",,"Karlsruhe","Germany","Archive.org","https://archive.org/details/bub_gb_O7AzTOZl4acC"
145,"bub_gb_yt86AAAAcAAJ.pdf","pdf","words",1839,,"M.D. Funck","fraktur","Neues Fränkisches Kochbuch","Bourgeois cooking",,3,0.933826906555251,"German",,"Erlangen","Germany","Archive.org","https://archive.org/details/bub_gb_yt86AAAAcAAJ"
146,"bub_gb_sdcpAAAAYAAJ.pdf","pdf","words",1838,,"Luise Schaefer","fraktur","Neues schwäbisches Kochbuch","Bourgeois cooking",,2,0.926038664979152,"German",,"Stuttgart","Germany","Archive.org","https://archive.org/details/bub_gb_sdcpAAAAYAAJ"
147,"bub_gb_vPg6AAAAcAAJ.pdf","pdf","words",1835,,"Margaretha Elisabetha Klotschin","fraktur","Praktisches Kochbuch für Hausmütter und Köchinnen","Bourgeois cooking",,4,0.909067898705559,"German",,"Nürnberg","Germany","Archive.org","https://archive.org/details/bub_gb_vPg6AAAAcAAJ"
148,"bub_gb_Wn47AAAAcAAJ.pdf","pdf","words",1835,,"Sophie Juliane Weiler","fraktur","Augsburgisches Kochbuch (zweiter theil)","Bourgeois cooking","Augsburgisches Kochbuch",2,0.951970913977293,"German",,"Regensburg, Landshut","Germany","Archive.org","https://archive.org/details/bub_gb_Wn47AAAAcAAJ"
149,"homopathischesk00hehngoog.pdf","pdf","words",1834,,"Friederike Hehn","fraktur","Homöopathisches Kochbuch","Rational and medical",,,0.881849015903448,"German",,"Berlin","Germany","Archive.org","https://archive.org/details/homopathischesk00hehngoog"
150,"bub_gb_YWU7AAAAcAAJ.pdf","pdf","words",1855,,"Christine Charlotte Riedl","fraktur","Lindauer Kochbuch","Bourgeois cooking","Lindauer Kochbuch",2,0.941485061529417,"German",,"Lindau","Germany","Archive.org","https://archive.org/details/bub_gb_YWU7AAAAcAAJ"
151,"b28130042.pdf","pdf","words",1858,,"Johann Rottenhöfer","fraktur","Neue vollständige theoretisch-praktische Anweisung in der feinern Kochkunst","Fine cooking",,,0.882799294176721,"German",,"München","Germany","Archive.org","https://archive.org/details/b28130042"
152,"b28139926.pdf","pdf","words",1858,,"L. Kurth","fraktur","Illustrirtes Kochbuch","Fine cooking",,2,0.869530902111626,"German",,"Berlin","Germany","Archive.org","https://archive.org/details/b28139926"
153,"bub_gb__jVdAAAAcAAJ.pdf","pdf","words",1858,,"Henriette Davidis","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",7,0.954518782251129,"German",,"Bielefeld","Germany","Archive.org","https://archive.org/details/bub_gb__jVdAAAAcAAJ"
154,"bub_gb_UMU6AAAAcAAJ.pdf","pdf","words",1858,,"Anna Bergner","fraktur","Pfälzer Kochbuch","Bourgeois cooking",,,0.761423870455871,"German",,"Mannheim","Germany","Archive.org","https://archive.org/details/bub_gb_UMU6AAAAcAAJ"
155,"b28100529.pdf","pdf","words",1861,,"L. Kurth","fraktur","Illustrirtes Kochbuch","Fine cooking",,4,0.847417573945873,"German",,"Berlin","Germany","Archive.org","https://archive.org/details/b28100529"
156,"bub_gb__mU7AAAAcAAJ.pdf","pdf","words",1865,,"Christine Charlotte Riedl","fraktur","Lindauer Kochbuch","Bourgeois cooking","Lindauer Kochbuch",4,0.926798797981158,"German",,"Lindau","Germany","Archive.org","https://archive.org/details/bub_gb__mU7AAAAcAAJ"
157,"neuespraktisches00karl.pdf","pdf","words",1866,,,"fraktur","Neues praktisches badisches Kochbuch","Bourgeois cooking",,9,0.909941901177298,"German",,"Karlsruhe","Germany","Archive.org","https://archive.org/details/neuespraktisches00karl"
158,"bub_gb_RVY7AAAAcAAJ.pdf","pdf","words",1867,,"Marie Schandri","fraktur","Regensburger Kochbuch","Bourgeois cooking","Regensburger Kochbuch",,0.904486893146839,"German",,"Regensburg","Germany","Archive.org","https://archive.org/details/bub_gb_RVY7AAAAcAAJ"
159,"bub_gb_aVY7AAAAcAAJ.pdf","pdf","words",1868,,"Marie Schandri","fraktur","Regensburger Kochbuch","Bourgeois cooking","Regensburger Kochbuch",2,0.91013805373175,"German",,"Regensburg","Germany","Archive.org","https://archive.org/details/bub_gb_aVY7AAAAcAAJ_3"
160,"bub_gb_3vMpAAAAYAAJ.pdf","pdf","words",1870,,"Anna Bergner","fraktur","Anna Bergner's Kochbuch","Bourgeois cooking",,,0.927873458770699,"German",,"Mannheim","Germany","Archive.org","https://archive.org/details/bub_gb_3vMpAAAAYAAJ"
161,"bub_gb__WFTAAAAcAAJ.pdf","pdf","words",1871,,"Christine Charlotte Riedl","fraktur","Lindauer Kochbuch","Bourgeois cooking","Lindauer Kochbuch",6,0.947044899442976,"German",,"Lindau","Germany","Archive.org","https://archive.org/details/bub_gb__WFTAAAAcAAJ"
162,"bub_gb_S2JTAAAAcAAJ.pdf","pdf","words",1871,,"Marie Schandri","fraktur","Regensburger Kochbuch","Bourgeois cooking","Regensburger Kochbuch",4,0.887283879165706,"German",,"Regensburg","Germany","Archive.org","https://archive.org/details/bub_gb_S2JTAAAAcAAJ"
163,"bub_gb_nL1RAAAAcAAJ.pdf","pdf","words",1871,,"W. Schünemann","fraktur","Neuestes Frankfurter Kochbuch","Bourgeois cooking",,8,0.886178608188813,"German",,"Frankfurt am Main","Germany","Archive.org","https://archive.org/details/bub_gb_nL1RAAAAcAAJ"
164,"bub_gb_pT5aAAAAcAAJ.pdf","pdf","words",1873,,"Therese Brunn","fraktur","Würzburger Kochbuch","Bourgeois cooking",,3,0.910769602810271,"German",,"Würzburg","Germany","Archive.org","https://archive.org/details/bub_gb_pT5aAAAAcAAJ"
165,"bub_gb_iz9aAAAAcAAJ.pdf","pdf","words",1873,,"J. G. Sartory","fraktur","Neuestes Augsburger Kochbuch","Bourgeois cooking",,4,0.961307314066268,"German",,"Augsburg","Germany","Archive.org","https://archive.org/details/bub_gb_iz9aAAAAcAAJ"
166,"b21533866.pdf","pdf","words",1874,,"Henriette Lagler","fraktur","Kochbuch für die böhmische und deutsche Küche","Bourgeois cooking",,2,0.913856700059832,"German",,"Halle","Germany","Archive.org","https://archive.org/details/b21533866"
167,"bub_gb_dWcOAAAAYAAJ.pdf","pdf","words",1878,,,"fraktur","Neues praktisches Badisches Kochbuch","Bourgeois cooking",,11,0.896775358419709,"German",,"Karlsruhe","Germany","Archive.org","https://archive.org/details/bub_gb_dWcOAAAAYAAJ"
168,"b28131290.pdf","pdf","words",1878,,"Henriette Löffler","fraktur","Henriette Löffler's Grosses illustrirtes Kochbuch","Bourgeois cooking",,,0.883174343045528,"German",,"Ulm","Germany","Archive.org","https://archive.org/details/b28131290"
169,"bub_gb_WBg9AAAAYAAJ.pdf","pdf","words",1879,,"Anna Oppre","fraktur","Das neue Kochbuch für das deutsche Haus","Bourgeois cooking",,,0.831149728171378,"German",,"Augsburg","Germany","Archive.org","https://archive.org/details/bub_gb_WBg9AAAAYAAJ"
170,"bub_gb_vv8pAAAAYAAJ.pdf","pdf","words",1881,,"Henriette Davidis","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",24,0.919864735009692,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/bub_gb_vv8pAAAAYAAJ"
171,"b28108309.pdf","pdf","words",1882,,"Henriette Davidis","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",25,0.960138482583612,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/b28108309"
172,"praktischeskoch00davigoog.pdf","pdf","words",1885,,"Henriette Davidis","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",27,0.905844240867437,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/praktischeskoch00davigoog"
173,"b21538360.pdf","pdf","words",1886,,"Christine Charlotte Riedl","fraktur","Lindauer Kochbuch","Bourgeois cooking","Lindauer Kochbuch",10,0.927747148124114,"German",,"Lindau","Germany","Archive.org","https://archive.org/details/b21538360"
174,"bub_gb_4SFEAAAAYAAJ.pdf","pdf","words",1886,,"Marie Ernst","fraktur","Das Buch der richtigen Ernährung Gesunder und Kranker (erster Band)","Bourgeois cooking",,,0.932699329007345,"German",,"Leipzig","Germany","Archive.org","https://archive.org/details/bub_gb_4SFEAAAAYAAJ"
175,"b28131010.pdf","pdf","words",1886,,"Carl Beck","latin","Taschenbuch der Kochkunst","Fine cooking",,,0.692133756393333,"German",,"Berlin","Germany","Archive.org","https://archive.org/details/b28131010"
176,"b21538347.pdf","pdf","words",1893,,"Marie Schandri","fraktur","Regensburger Kochbuch","Bourgeois cooking","Regensburger Kochbuch",30,0.922008704850943,"German",,"Regensburg","Germany","Archive.org","https://archive.org/details/b21538347"
177,"bub_gb_htcqAAAAYAAJ.pdf","pdf","words",1894,,"Henriette Davidis, Luise Holle","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",34,0.915897768313199,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/bub_gb_htcqAAAAYAAJ"
178,"ditetikundkochb00langgoog.pdf","pdf","words",1895,,"Langermann, Biedert","fraktur","Diätetik und Kochbuch für Magen- und darmkranke","Rational and medical",,,0.640724848823,"German",,"Stuttgart","Germany","Archive.org","https://archive.org/details/ditetikundkochb00langgoog"
179,"bub_gb_hGkXAAAAYAAJ.pdf","pdf","words",1896,,"Th. Haslinger","fraktur","Junggesellen- und Touristen-kochbuch","Bourgeois cooking",,,0.817559337963913,"German",,"München","Germany","Archive.org","https://archive.org/details/bub_gb_hGkXAAAAYAAJ"
180,"bub_gb_1fspAAAAYAAJ.pdf","pdf","words",1897,,"Henriette Davidis, Luise Holle","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",36,0.898146534232714,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/bub_gb_1fspAAAAYAAJ/"
181,"bub_gb_PAAqAAAAYAAJ.pdf","pdf","words",1897,,"Friedr. Luise Löffler","fraktur","Neues Stuttgarter Kochbuch","Bourgeois cooking","Friedr. Luise Löffler",21,0.875156656743163,"German",,"Stuttgart","Germany","Archive.org","https://archive.org/details/bub_gb_PAAqAAAAYAAJ"
182,"bub_gb_D_kpAAAAYAAJ.pdf","pdf","words",1897,,"H. L.","fraktur","Kochbuch für drei und mehr Personen","Bourgeois cooking",,,0.909521124205628,"German",,"München","Germany","Archive.org","https://archive.org/details/bub_gb_D_kpAAAAYAAJ"
183,"bub_gb_B9oqAAAAYAAJ.pdf","pdf","words",1898,,"Traugott Hammerl","fraktur","Norddeutsches Kochbuch","Bourgeois cooking",,,0.882415084945406,"German",,"Wismar","Germany","Archive.org","https://archive.org/details/bub_gb_B9oqAAAAYAAJ"
184,"b21525961.pdf","pdf","words",1898,,"Henriette Davidis, Luise Holle","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",37,0.907940291985541,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/b21525961"
185,"bub_gb_L9gqAAAAYAAJ.pdf","pdf","words",1898,,"Emma Allestein","fraktur","Kleines kochbuch für angehende Köchinnen","Bourgeois cooking",,3,0.91484758890057,"German",,"Gera","Germany","Archive.org","https://archive.org/details/bub_gb_L9gqAAAAYAAJ"
186,"bub_gb_SeYqAAAAYAAJ.pdf","pdf","words",1898,,"Anna Siegrfried","fraktur","Einfaches Kochbuch für Schule und Haus",,,,0.810749780699883,"German",,"Königsberg","Germany","Archive.org","https://archive.org/details/bub_gb_SeYqAAAAYAAJ"
187,"bub_gb_JKIVAAAAYAAJ.pdf","pdf","words",1899,,"Friedericke Winckler","fraktur","Kochbuch für Zuckerkranke und Fettleibige","Rational and medical",,3,0.812549547000077,"German",,"Wiesbaden","Germany","Archive.org","https://archive.org/details/bub_gb_JKIVAAAAYAAJ"
188,"b21536004.pdf","pdf","words",1901,,"Henriette Davidis, Luise Holle","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",39,0.869765575867897,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/b21536004"
189,"bub_gb_RNkqAAAAYAAJ.pdf","pdf","words",1902,,"Anna Barnekow","fraktur","Norddeutsches Kochbuch","Bourgeois cooking",,,0.937964811749267,"German",,"Lübeck","Germany","Archive.org","https://archive.org/details/bub_gb_RNkqAAAAYAAJ"
190,"bub_gb_Ib8NAAAAYAAJ.pdf","pdf","words",1904,,"F. von Winckler","fraktur","Kochbuch für Zuckerkranke und Fettleibige","Rational and medical",,5,0.841177155109812,"German",,"Wiesbaden","Germany","Archive.org","https://archive.org/details/bub_gb_Ib8NAAAAYAAJ"
191,"b21506188.pdf","pdf","words",1905,,"H. Hohtmann","fraktur","Kochbuch für den Gasherd","Bourgeois cooking",,8,0.818328452086766,"German",,"Wiesbaden","Germany","Archive.org","https://archive.org/details/b21506188"
192,"bub_gb_nNcqAAAAYAAJ.pdf","pdf","words",1906,,"Anna Barnbeck","fraktur","Kochbuch für vegetarische Küche","Vegetarian",,,0.818205626599651,"German",,"Cassel","Germany","Archive.org","https://archive.org/details/bub_gb_nNcqAAAAYAAJ/"
193,"b28054866.pdf","pdf","words",1906,,"Henriette Davidis-Holle, Luise Holle","fraktur","Praktisches Kochbuch","Bourgeois cooking","Davidis",42,0.898882425805443,"German",,"Bielefeld, Leipzig","Germany","Archive.org","https://archive.org/details/b28054866"
194,"bub_gb_BeEqAAAAYAAJ.pdf","pdf","words",1906,,"Louise Ravit","fraktur","Kochbuch für Haushaltungschulen","Bourgeois cooking",,3,0.716616672189977,"German",,"Kiel, Leipzig","Germany","Archive.org","https://archive.org/details/bub_gb_BeEqAAAAYAAJ"
195,"bub_gb_lXPEGoNzl1MC.pdf","pdf","words",1907,,"Antonie Brandeis","latin","Kochbuch für die Tropen",,,,0.868446226975533,"German",,"Berlin","Germany","Archive.org","https://archive.org/details/bub_gb_lXPEGoNzl1MC"
196,"b21537070.pdf","pdf","words",1907,,"Friedr. Luise Löffler","fraktur","Neues Stuttgarter Kochbuch","Bourgeois cooking","Friedr. Luise Löffler",25,0.923457979146616,"German",,"Stuttgart","Germany","Archive.org","https://archive.org/details/b21537070"
197,"b28052791.pdf","pdf","words",1910,,"Pr. Dr. Christian Jürgensen","latin","Kochlehrbuch und praktisches Kochbuch für Ärzte, Hygieniker, Hausfrauen, Kochschulen","Rational and medical",,,0.757465698551469,"German","dk","Berlin","Germany","Archive.org","https://archive.org/details/b28052791"
198,"b28079929.pdf","pdf","words",1911,,"M. Ehrhardt, A. Mathis","fraktur","Grosses illustriertes Kochbuch","Bourgeois cooking, Fine cooking",,,0.856589263587019,"German",,"Berlin","Germany","Archive.org","https://archive.org/details/b28079929/"
199,"b28063193.pdf","pdf","words",1913,,"Dr. Med. Hermann Schall","fraktur","Berechnete ärztliche Kostverordnungen","Rational and medical",,,0.502524966083669,"German",,"Würzburg","Germany","Archive.org","https://archive.org/details/b28063193"
200,"b28086375.pdf","pdf","words",1913,,"Antonie Brandeis","latin","Kochbuch für die Tropen",,,2,0.876469219164111,"German",,"Berlin","Germany","Archive.org","https://archive.org/details/b28086375"
201,"Regensburger-Kochbuch-1919_150dpi.pdf","pdf","words",1919,,"Marie Schandri","fraktur","Regensburger Kochbuch","Bourgeois cooking","Regensburger Kochbuch",63,0.90342868846964,"German",,"Regensburg","Germany","Archive.org","https://archive.org/details/RegensburgerKochbuch1919/"
202,"stolz1815.pdf","pdf","words",1815,,"Josef Stolz","fraktur","Kochbuch für Israeliten","Jewish, Fine cooking",,,0.731785890018808,"German",,"Karlsruhe","Germany","Uni Freiburg","http://dl.ub.uni-freiburg.de/diglit/stolz1815"
203,"Diätlehre und Kochbuch.pdf","pdf","words",1934,,"Margarethe Oberdörffer","fraktur","Diätlehre und Kochbuch","Rational and medical",,,0.854639141972521,"German",,"Gailingen","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/3372005"
204,"WeisKoch_494460059.pdf","pdf","words",1930,,"Theodor Weiss","latin","Kochbuch für Zuckerkranke","Rational and medical",,,0.556971894625204,"German",,"Dresden","Germany","SLUB Dresden","https://digital.slub-dresden.de/werkansicht/dlf/206528/1"
205,"Freiburger Geschenk-Kochbuch für junge Ehen.pdf","pdf","words",1930,1,"F.L. Fischer","fraktur","Freiburger Geschenk-Kochbuch für junge Ehen","Bourgeois cooking",,,0.6496863310933,"German",,"Stuttgart","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/4954892"
206,"Praktisches Kochbuch für die einfacherere und feinere Küche.pdf","pdf","words",1924,,"Davidis-Schneider","fraktur","Praktisches Kochbuch für die einfacherere und feinere Küche","Bourgeois cooking","Davidis",,0.825598395480044,"German",,"Karlsruhe","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/4975748"
207,"sbb-PPN726742449.ocr.txt","text","words",1918,,"Marianne Götze","fraktur","Die Kochkiste im Dienste der Kriegskost","War cookbook",,,0.893205932025498,"German",,"Leipzig","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN726742449&view=picture-download&PHYSID=PHYS_0003&DMDID="
208,"Kochbüchlein für knappe Zeiten.pdf","pdf","words",1918,,"Ida Schuppli und Betty Hinterer","fraktur","Kochbüchlein für knappe Zeiten","War cookbook",,2,0.783448050684984,"German",,"Wien, Leipzig","Germany","Badische Landesbibliothek","https://digital.blb-karlsruhe.de/id/4279912"
209,"sbb-PPN725951052.ocr.txt","text","words",1917,,"Hanna Behnke","fraktur","Zeitgemäße Küche im dritten Kriegsjahr 1916/17","War cookbook",,2,0.915653151805594,"German",,"Hamburg","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht/?PPN=PPN725951052"
210,"sbb-PPN716151448.ocr.txt","text","words",1917,,"Marie Priester","fraktur","Kriegsgerichte ohne Fett","War cookbook",,8,0.865630263265034,"German",,"Frankfurt am Main","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN716151448&view=picture-download"
211,"sbb-PPN684753898.ocr.txt","text","words",1917,,"Ida Keller","fraktur","Neues Kohlrüben-Kriegskochbuch","War cookbook",,,0.332627609814989,"German",,"Chemnitz","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN684753898&view=picture-download"
212,"Eg1596.pdf","pdf","words",1916,,"Viktoria Löbenberg","fraktur","Das deutsche Sparkochbuch für Kriegs- und Friedenszeit","War cookbook",,,0.81597615593279,"German",,"München","Germany","Universität Tübingen","http://idb.ub.uni-tuebingen.de/opendigi/Eg1596#p=1&tab=info"
213,"sbb-PPN726176915.ocr.txt","text","words",1916,,"Frau H. Kiel und Adam Stober","latin","Kriegs-Küche","War cookbook",,,0.89924432746814,"German",,"Nürnberg","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN726176915&PHYSID=PHYS_0003&DMDID=&view=picture-download"
214,"sbb-PPN718154363.ocr.txt","text","words",1916,,"Martha Bielenstein","fraktur","Notstandskochbüchlein","War cookbook",,,0.942175543842623,"German",,"Memel","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN718154363&PHYSID=PHYS_0003&DMDID=&view=picture-download"
215,"sbb-PPN727652788.ocr.txt","text","words",1916,,"Lisa Wenninger","fraktur","Kriegskochbuch","War cookbook",,,0.876199622301243,"German",,"Heilbronn","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN727652788"
216,"sbb-PPN718080351.ocr.txt","text","words",1916,,,"fraktur","Rezepte der Kriegskochkurse","War cookbook",,,0.863951701377913,"German",,"Speyer","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN718080351&view=picture-download"
217,"sbb-PPN72123335X.ocr.txt","text","words",1916,,,"fraktur","Die deutsche Konditorei im Zeichen des Krieges","War cookbook, Pastry",,,0.812508115068613,"German",,"Neustadt a. d. Haardt","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN72123335X&view=overview-info&PHYSID=PHYS_0005&DMDID=DMDLOG_0001"
218,"sbb-PPN724008284.ocr.txt","text","words",1915,,"Luise Hainlen","fraktur","Schwäbisches Kriegskochbuch","War cookbook",,,0.835841712167344,"German",,"Geislingen an der Steige","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN724008284&view=overview-info"
219,"sbb-PPN726014907.ocr.txt","text","words",1915,,"Emma Wiedermann","fraktur","Das Kriegskochbuch","War cookbook",,,0.311234193353934,"German",,"Berlin","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN726014907&view=overview-info"
220,"sbb-PPN679604510.ocr.txt","text","words",1915,,"Mikkel Hindhede","fraktur","Praktisches Kochbuch zum System Dr. med. Hindhede","Rational and medical",,,0.687732517318177,"German","dk","Berlin, Leipzig, Wien, Zürich","Germany, Austria, Switzerland","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN679604510&PHYSID=PHYS_0005&DMDID=DMDLOG_0001&view=picture-download"
221,"sbb-PPN715677578.ocr.txt","text","words",1915,,"Berta Dißmann","fraktur","Wer spart, hilft siegen!","War cookbook",,,0.757296583458974,"German",,"Dresden","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715677578&view=picture-download"
222,"sbb-PPN715295748.ocr.txt","text","words",1915,,"Dorothea Orf","fraktur","Der deutschen Hausfrauen Tischlein deck' dich!","War cookbook",,,0.926944359589116,"German",,"Eisenach","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715295748&view=picture-download"
223,"sbb-PPN715296493.ocr.txt","text","words",1915,,"Ida Boy-Ed","fraktur","Des Vaterlandes Kochtopf","War cookbook",,,0.902392874601197,"German",,"Berlin","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715296493&view=picture-download"
224,"sbb-PPN723734577.ocr.txt","text","words",1915,,"Gertrud Pick","fraktur","Volks-Kriegskochbuch","War cookbook",,,0.914945178225861,"German",,"Gotha","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN723734577&view=picture-download"
225,"sbb-PPN722059264.ocr.txt","text","words",1915,,"Rosa Brenneke","fraktur","Die deutsche Hausfrau im Weltkrieg","War cookbook",,,0.919990311555292,"German",,"Leipzig","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN722059264&view=overview-info"
226,"sbb-PPN722481330.ocr.txt","text","words",1915,,"Toni Schroeder","fraktur","Notstands-Küche","War cookbook",,,0.894839892597413,"German",,"Berlin","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN722481330&view=picture-download"
227,"sbb-PPN728324679.ocr.txt","text","words",1915,,,"fraktur","Bayerisches Kriegskochbüchlein","War cookbook",,2,0.933423346444311,"German",,"München","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN728324679&view=overview-info"
228,"sbb-PPN688721737.ocr.txt","text","words",1915,,,"fraktur","Kriegsküche","War cookbook",,,0.963915170745398,"German",,"Berlin","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688721737&view=overview-info"
229,"sbb-PPN688718442.ocr.txt","text","words",1915,,,"fraktur","Oberschwäbisches Kriegskochbuch","War cookbook",,,0.89625327215726,"German",,"Riedlingen","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688718442&view=overview-info"
230,"sbb-PPN672539578.ocr.txt","text","words",1915,,"Moritz Richter","fraktur","Kleines Kriegs-Kochbuch für die praktische Hausfrau","War cookbook",,,0.926298831876601,"German",,"Dresden","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN672539578&view=overview-info"
231,"sbb-PPN718939611.ocr.txt","text","words",1915,,"Else Wagner","fraktur","Eßt Kriegskost","War cookbook",,,0.944921053045063,"German",,"Weimar","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN718939611&view=overview-info"
232,"sbb-PPN721571751.ocr.txt","text","words",1915,,"Else Kesten-Conrad und Klara Briese","fraktur","Kriegskochbuch für die deutsche Hausfrau","War cookbook",,,0.873896716683331,"German",,"Jena","Germany","Staatsbibliothek zu Berlin","https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN721571751&view=overview-info"
