,id,pub_year,date_approx,author,script,title,type,series,edition,ocr_quality,language,translated_from,pub_city,country,source,source_url
168,169,1879,,Anna Oppre,fraktur,Das neue Kochbuch für das deutsche Haus,Bourgeois cooking,,,0.831149728171378,German,,Augsburg,Germany,Archive.org,https://archive.org/details/bub_gb_WBg9AAAAYAAJ
169,170,1881,,Henriette Davidis,fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,24,0.919864735009692,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/bub_gb_vv8pAAAAYAAJ
170,171,1882,,Henriette Davidis,fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,25,0.960138482583612,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/b28108309
171,172,1885,,Henriette Davidis,fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,27,0.905844240867437,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/praktischeskoch00davigoog
172,173,1886,,Christine Charlotte Riedl,fraktur,Lindauer Kochbuch,Bourgeois cooking,Lindauer Kochbuch,10,0.927747148124114,German,,Lindau,Germany,Archive.org,https://archive.org/details/b21538360
173,174,1886,,Marie Ernst,fraktur,Das Buch der richtigen Ernährung Gesunder und Kranker (erster Band),Bourgeois cooking,,,0.932699329007345,German,,Leipzig,Germany,Archive.org,https://archive.org/details/bub_gb_4SFEAAAAYAAJ
174,175,1886,,Carl Beck,latin,Taschenbuch der Kochkunst,Fine cooking,,,0.692133756393333,German,,Berlin,Germany,Archive.org,https://archive.org/details/b28131010
175,176,1893,,Marie Schandri,fraktur,Regensburger Kochbuch,Bourgeois cooking,Regensburger Kochbuch,30,0.922008704850943,German,,Regensburg,Germany,Archive.org,https://archive.org/details/b21538347
176,177,1894,,"Henriette Davidis, Luise Holle",fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,34,0.915897768313199,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/bub_gb_htcqAAAAYAAJ
177,178,1895,,"Langermann, Biedert",fraktur,Diätetik und Kochbuch für Magen- und darmkranke,Rational and medical,,,0.640724848823,German,,Stuttgart,Germany,Archive.org,https://archive.org/details/ditetikundkochb00langgoog
178,179,1896,,Th. Haslinger,fraktur,Junggesellen- und Touristen-kochbuch,Bourgeois cooking,,,0.817559337963913,German,,München,Germany,Archive.org,https://archive.org/details/bub_gb_hGkXAAAAYAAJ
179,180,1897,,"Henriette Davidis, Luise Holle",fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,36,0.898146534232714,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/bub_gb_1fspAAAAYAAJ/
180,181,1897,,Friedr. Luise Löffler,fraktur,Neues Stuttgarter Kochbuch,Bourgeois cooking,Friedr. Luise Löffler,21,0.875156656743163,German,,Stuttgart,Germany,Archive.org,https://archive.org/details/bub_gb_PAAqAAAAYAAJ
181,182,1897,,H. L.,fraktur,Kochbuch für drei und mehr Personen,Bourgeois cooking,,,0.909521124205628,German,,München,Germany,Archive.org,https://archive.org/details/bub_gb_D_kpAAAAYAAJ
182,183,1898,,Traugott Hammerl,fraktur,Norddeutsches Kochbuch,Bourgeois cooking,,,0.882415084945406,German,,Wismar,Germany,Archive.org,https://archive.org/details/bub_gb_B9oqAAAAYAAJ
183,184,1898,,"Henriette Davidis, Luise Holle",fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,37,0.907940291985541,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/b21525961
184,185,1898,,Emma Allestein,fraktur,Kleines kochbuch für angehende Köchinnen,Bourgeois cooking,,3,0.91484758890057,German,,Gera,Germany,Archive.org,https://archive.org/details/bub_gb_L9gqAAAAYAAJ
185,186,1898,,Anna Siegrfried,fraktur,Einfaches Kochbuch für Schule und Haus,,,,0.810749780699883,German,,Königsberg,Germany,Archive.org,https://archive.org/details/bub_gb_SeYqAAAAYAAJ
186,187,1899,,Friedericke Winckler,fraktur,Kochbuch für Zuckerkranke und Fettleibige,Rational and medical,,3,0.812549547000077,German,,Wiesbaden,Germany,Archive.org,https://archive.org/details/bub_gb_JKIVAAAAYAAJ
187,188,1901,,"Henriette Davidis, Luise Holle",fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,39,0.869765575867897,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/b21536004
188,189,1902,,Anna Barnekow,fraktur,Norddeutsches Kochbuch,Bourgeois cooking,,,0.937964811749267,German,,Lübeck,Germany,Archive.org,https://archive.org/details/bub_gb_RNkqAAAAYAAJ
189,190,1904,,F. von Winckler,fraktur,Kochbuch für Zuckerkranke und Fettleibige,Rational and medical,,5,0.841177155109812,German,,Wiesbaden,Germany,Archive.org,https://archive.org/details/bub_gb_Ib8NAAAAYAAJ
190,191,1905,,H. Hohtmann,fraktur,Kochbuch für den Gasherd,Bourgeois cooking,,8,0.818328452086766,German,,Wiesbaden,Germany,Archive.org,https://archive.org/details/b21506188
191,192,1906,,Anna Barnbeck,fraktur,Kochbuch für vegetarische Küche,Vegetarian,,,0.818205626599651,German,,Cassel,Germany,Archive.org,https://archive.org/details/bub_gb_nNcqAAAAYAAJ/
192,193,1906,,"Henriette Davidis-Holle, Luise Holle",fraktur,Praktisches Kochbuch,Bourgeois cooking,Davidis,42,0.898882425805443,German,,"Bielefeld, Leipzig",Germany,Archive.org,https://archive.org/details/b28054866
193,194,1906,,Louise Ravit,fraktur,Kochbuch für Haushaltungschulen,Bourgeois cooking,,3,0.716616672189977,German,,"Kiel, Leipzig",Germany,Archive.org,https://archive.org/details/bub_gb_BeEqAAAAYAAJ
194,195,1907,,Antonie Brandeis,latin,Kochbuch für die Tropen,,,,0.868446226975533,German,,Berlin,Germany,Archive.org,https://archive.org/details/bub_gb_lXPEGoNzl1MC
195,196,1907,,Friedr. Luise Löffler,fraktur,Neues Stuttgarter Kochbuch,Bourgeois cooking,Friedr. Luise Löffler,25,0.923457979146616,German,,Stuttgart,Germany,Archive.org,https://archive.org/details/b21537070
196,197,1910,,Pr. Dr. Christian Jürgensen,latin,"Kochlehrbuch und praktisches Kochbuch für Ärzte, Hygieniker, Hausfrauen, Kochschulen",Rational and medical,,,0.757465698551469,German,dk,Berlin,Germany,Archive.org,https://archive.org/details/b28052791
197,198,1911,,"M. Ehrhardt, A. Mathis",fraktur,Grosses illustriertes Kochbuch,"Bourgeois cooking, Fine cooking",,,0.856589263587019,German,,Berlin,Germany,Archive.org,https://archive.org/details/b28079929/
198,199,1913,,Dr. Med. Hermann Schall,fraktur,Berechnete ärztliche Kostverordnungen,Rational and medical,,,0.502524966083669,German,,Würzburg,Germany,Archive.org,https://archive.org/details/b28063193
199,200,1913,,Antonie Brandeis,latin,Kochbuch für die Tropen,,,2,0.876469219164111,German,,Berlin,Germany,Archive.org,https://archive.org/details/b28086375
200,201,1919,,Marie Schandri,fraktur,Regensburger Kochbuch,Bourgeois cooking,Regensburger Kochbuch,63,0.90342868846964,German,,Regensburg,Germany,Archive.org,https://archive.org/details/RegensburgerKochbuch1919/
201,202,1815,,Josef Stolz,fraktur,Kochbuch für Israeliten,"Jewish, Fine cooking",,,0.731785890018808,German,,Karlsruhe,Germany,Uni Freiburg,http://dl.ub.uni-freiburg.de/diglit/stolz1815
202,203,1934,,Margarethe Oberdörffer,fraktur,Diätlehre und Kochbuch,Rational and medical,,,0.854639141972521,German,,Gailingen,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3372005
203,204,1930,,Theodor Weiss,latin,Kochbuch für Zuckerkranke,Rational and medical,,,0.556971894625204,German,,Dresden,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/206528/1
204,205,1930,1.0,F.L. Fischer,fraktur,Freiburger Geschenk-Kochbuch für junge Ehen,Bourgeois cooking,,,0.6496863310933,German,,Stuttgart,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/4954892
205,206,1924,,Davidis-Schneider,fraktur,Praktisches Kochbuch für die einfacherere und feinere Küche,Bourgeois cooking,Davidis,,0.825598395480044,German,,Karlsruhe,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/4975748
206,207,1918,,Marianne Götze,fraktur,Die Kochkiste im Dienste der Kriegskost,War cookbook,,,0.893205932025498,German,,Leipzig,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN726742449&view=picture-download&PHYSID=PHYS_0003&DMDID=
207,208,1918,,Ida Schuppli und Betty Hinterer,fraktur,Kochbüchlein für knappe Zeiten,War cookbook,,2,0.783448050684984,German,,"Wien, Leipzig",Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/4279912
208,209,1917,,Hanna Behnke,fraktur,Zeitgemäße Küche im dritten Kriegsjahr 1916/17,War cookbook,,2,0.915653151805594,German,,Hamburg,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht/?PPN=PPN725951052
209,210,1917,,Marie Priester,fraktur,Kriegsgerichte ohne Fett,War cookbook,,8,0.865630263265034,German,,Frankfurt am Main,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN716151448&view=picture-download
210,211,1917,,Ida Keller,fraktur,Neues Kohlrüben-Kriegskochbuch,War cookbook,,,0.332627609814989,German,,Chemnitz,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN684753898&view=picture-download
211,212,1916,,Viktoria Löbenberg,fraktur,Das deutsche Sparkochbuch für Kriegs- und Friedenszeit,War cookbook,,,0.81597615593279,German,,München,Germany,Universität Tübingen,http://idb.ub.uni-tuebingen.de/opendigi/Eg1596#p=1&tab=info
212,213,1916,,Frau H. Kiel und Adam Stober,latin,Kriegs-Küche,War cookbook,,,0.89924432746814,German,,Nürnberg,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN726176915&PHYSID=PHYS_0003&DMDID=&view=picture-download
213,214,1916,,Martha Bielenstein,fraktur,Notstandskochbüchlein,War cookbook,,,0.942175543842623,German,,Memel,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN718154363&PHYSID=PHYS_0003&DMDID=&view=picture-download
214,215,1916,,Lisa Wenninger,fraktur,Kriegskochbuch,War cookbook,,,0.876199622301243,German,,Heilbronn,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN727652788
215,216,1916,,,fraktur,Rezepte der Kriegskochkurse,War cookbook,,,0.863951701377913,German,,Speyer,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN718080351&view=picture-download
216,217,1916,,,fraktur,Die deutsche Konditorei im Zeichen des Krieges,"War cookbook, Pastry",,,0.812508115068613,German,,Neustadt a. d. Haardt,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN72123335X&view=overview-info&PHYSID=PHYS_0005&DMDID=DMDLOG_0001
217,218,1915,,Luise Hainlen,fraktur,Schwäbisches Kriegskochbuch,War cookbook,,,0.835841712167344,German,,Geislingen an der Steige,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN724008284&view=overview-info
218,219,1915,,Emma Wiedermann,fraktur,Das Kriegskochbuch,War cookbook,,,0.311234193353934,German,,Berlin,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN726014907&view=overview-info
219,220,1915,,Mikkel Hindhede,fraktur,Praktisches Kochbuch zum System Dr. med. Hindhede,Rational and medical,,,0.687732517318177,German,dk,"Berlin, Leipzig, Wien, Zürich","Germany, Austria, Switzerland",Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN679604510&PHYSID=PHYS_0005&DMDID=DMDLOG_0001&view=picture-download
220,221,1915,,Berta Dißmann,fraktur,"Wer spart, hilft siegen!",War cookbook,,,0.757296583458974,German,,Dresden,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715677578&view=picture-download
221,222,1915,,Dorothea Orf,fraktur,Der deutschen Hausfrauen Tischlein deck' dich!,War cookbook,,,0.926944359589116,German,,Eisenach,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715295748&view=picture-download
222,223,1915,,Ida Boy-Ed,fraktur,Des Vaterlandes Kochtopf,War cookbook,,,0.902392874601197,German,,Berlin,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715296493&view=picture-download
223,224,1915,,Gertrud Pick,fraktur,Volks-Kriegskochbuch,War cookbook,,,0.914945178225861,German,,Gotha,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN723734577&view=picture-download
224,225,1915,,Rosa Brenneke,fraktur,Die deutsche Hausfrau im Weltkrieg,War cookbook,,,0.919990311555292,German,,Leipzig,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN722059264&view=overview-info
225,226,1915,,Toni Schroeder,fraktur,Notstands-Küche,War cookbook,,,0.894839892597413,German,,Berlin,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN722481330&view=picture-download
226,227,1915,,,fraktur,Bayerisches Kriegskochbüchlein,War cookbook,,2,0.933423346444311,German,,München,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN728324679&view=overview-info
227,228,1915,,,fraktur,Kriegsküche,War cookbook,,,0.963915170745398,German,,Berlin,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688721737&view=overview-info
228,229,1915,,,fraktur,Oberschwäbisches Kriegskochbuch,War cookbook,,,0.89625327215726,German,,Riedlingen,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688718442&view=overview-info
229,230,1915,,Moritz Richter,fraktur,Kleines Kriegs-Kochbuch für die praktische Hausfrau,War cookbook,,,0.926298831876601,German,,Dresden,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN672539578&view=overview-info
230,231,1915,,Else Wagner,fraktur,Eßt Kriegskost,War cookbook,,,0.944921053045063,German,,Weimar,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN718939611&view=overview-info
231,232,1915,,Else Kesten-Conrad und Klara Briese,fraktur,Kriegskochbuch für die deutsche Hausfrau,War cookbook,,,0.873896716683331,German,,Jena,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN721571751&view=overview-info
232,233,1915,,,fraktur,Deutsches Kriegskochbuch und Anleitung zum Gemüsebau,War cookbook,,,0.911645257730549,German,,Jena,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN71520629X&view=overview-info
233,234,1915,,Wilhelm Warschatka,fraktur,Gemüse-Kriegskochbuch,War cookbook,,,0.930412424919138,German,,Leipzig,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN715463667&view=overview-info
234,235,1915,,Mathilde Nouvel,fraktur,Sparsame Kriegskost,War cookbook,,,0.816349039430697,German,,Breslau,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN717439399&view=picture-download
235,236,1915,,Artur Brehmer,fraktur,"FK: fleischlose, fettlose, fischlose Kriegs-Koch-Kunst",War cookbook,,,0.946550035623354,German,,"Berlin, Leipzig, Wien","Germany, Austria",Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688552099&view=picture-download&PHYSID=PHYS_0003&DMDID=
236,237,1915,,,fraktur,Kriegs-Kochbuch,War cookbook,,,0.765593561849491,German,,"Berlin, Kattowitz, Breslau",Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN666404542&view=picture-download&PHYSID=PHYS_0001&DMDID=DMDLOG_0001
237,238,1915,,E. Ingelfinger,fraktur,Kriegskochbuch,War cookbook,,,0.916582801652963,German,,Stuttgart,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN669268798&view=overview-info
238,239,1915,,,fraktur,Kriegskochbuch der Frauenhülfe,War cookbook,,,0.821976434753461,German,,Potsdam,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN66926931X&view=overview-info
239,240,1915,,,fraktur,Kochbuch für den einfachen Haushalt,War cookbook,,4,0.935759861015287,German,,Breslau,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN688722628&view=overview-info
240,241,1915,,Matilde Sonnemann-Henle,fraktur,Humoristisches Kriegskochbuch,"War cookbook, Poetry",,,0.575386244842522,German,,Wiesbaden,Germany,Universität Tübingen,http://idb.ub.uni-tuebingen.de/opendigi/DkXI3946_2#p=2
241,242,1915,,Hedwig Heyl,fraktur,Kriegskochbuch,War cookbook,,79,0.602967008321425,German,,Berlin,Germany,Wüttembergische Landesbibliothek,http://digital.wlb-stuttgart.de/sammlungen/sammlungsliste/werksansicht/?no_cache=1&tx_dlf%5Bid%5D=2351&tx_dlf%5Bpage%5D=1
242,243,1915,,,fraktur,Kieler Kriegskochbuch,War cookbook,,2,0.744815165607719,German,,Kiel,Germany,Wüttembergische Landesbibliothek,http://digital.wlb-stuttgart.de/sammlungen/sammlungsliste/werksansicht/?no_cache=1&tx_dlf%5Bid%5D=538&tx_dlf%5Bpage%5D=1
243,244,1914,1.0,Henriette Zimmermann,fraktur,Billige Küche in teuerer Zeit,War cookbook,,,0.868425260017026,German,,"Berlin, Leipzig, Wien, Zürich","Germany, Austria, Switzerland",Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/4279887
244,245,1913,,Maria Binswanger,latin,Die fleischlose Küche,"Vegetarian, Rational and medical",,,0.745402093197388,German,,Baden-Baden,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3162178
245,246,1912,,Mathilde Specht,fraktur,Kochbüchlein für den praktischen Haushaltungsunterricht,Bourgeois cooking,,10,0.73242157464881,German,,Leipzig,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3309702
246,247,1911,,David Amman,latin,Mazdaznan (Teil 1),"Rational and medical, Vegetarian",,11,0.908005422336605,German,,Leipzig,Germany,Sachsen.digital,https://sachsen.digital/werkansicht/287275/5/0?tx_dlf%5Bpagegrid%5D=0&cHash=2cb6a300f9f2e9b092defc774009a45d#
247,248,1911,,Marie Silbermann,fraktur,Winke für gesunde Ernährung und Kochbuch,Bourgeois cooking,,,0.748132011390485,German,,Dresden,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3181784
248,249,1911,,David Amman,latin,Mazdaznan (Teil 2),"Rational and medical, Vegetarian",,11,0.841234198225162,German,,Leipzig,Germany,Sachsen.digital,https://sachsen.digital/werkansicht/287276/5/0?cHash=db2114875c2cadcab40973846507f27a#
249,250,1910,,Carl Mauterer,fraktur,Die praktische Reform-Küche,"Rational and medical, Vegetarian",,,0.713844212078901,German,,Karlsruhe,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3193357
250,251,1910,,Lina von Gruben und Luise Hartdegen,fraktur,Die Küche des Friedrich-Stifts,Bourgeois cooking,,6,0.86102667832579,German,,Karlsruhe,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3162201
251,252,1909,,David Amman,latin,Mazdaznan,"Rational and medical, Vegetarian",,4,0.81031756945912,German,,Leipzig,Germany,Sachsen.digital,https://sachsen.digital/werkansicht/287277/5/0?cHash=b9e1a13147d61e6b8bf6f036eb48888f
252,253,1907,,,fraktur,Die Kunst zu kochen,Bourgeois cooking,,4,0.806348726302551,German,,Freiburg,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3105686
253,254,1907,,,fraktur,Kochbüchlein für die Benützung der Kochkiste,Bourgeois cooking,,,0.694134355801434,German,,Karlsruhe,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/kochbuecher/content/titleinfo/3184622
254,255,1907,,Maria Binswanger,latin,Diätetisches Kochbuch,Rational and medical,,,0.794183931985053,German,,Baden-Baden,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3295603
255,256,1905,,Emma Faißt,fraktur,Neues praktisches Koch-Buch für die badische Küche,Bourgeois cooking,,2,0.853414124338075,German,,Karlsruhe,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3106724
256,257,1905,,Frieda Thoma,fraktur,Hausfrauen-Kochbuch,Bourgeois cooking,,,0.783460238155187,German,,Lahr,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3236685
257,258,1903,,,fraktur,Kochbüchlein für die Benützung der Kochkiste,Bourgeois cooking,,,0.75802712859061,German,,Karlsruhe,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3106638
258,259,1900,,Therese Adam,fraktur,Schlesisches Kochbuch,Bourgeois cooking,,,0.850808416149429,German,,Troppau,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/14474/7#
259,260,1900,,Mathilde Specht,fraktur,Kochbuch für den praktischen Haushaltungsunterricht,Bourgeois cooking,,,0.630462856014623,German,,Wiesbaden,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3183550
260,261,1897,1.0,Emmy Braun,fraktur,Neues Pfälzisches Kochbuch für bürgerliche und feine Küche,"Bourgeois cooking, Fine cooking",,5,0.866702524413435,German,,Grünstadt,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/351789/5#
261,262,1897,,Henriette Löffler,fraktur,Großes Illustriertes Kochbuch,Bourgeois cooking,,,0.932147384572137,German,,Ulm,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/351828/12
262,263,1897,,Viktoria Zähringer,fraktur,Kochbuch für die badische und elsässische gewöhnliche und feinere Küche,"Bourgeois cooking, Fine cooking",,2,0.850090288620925,German,,Freiburg,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3105691
263,264,1896,,Emil Weilshäuser,fraktur,E. Weilshäuser's illustriertes vegetarisches Kochbuch,Vegetarian,,4,0.937327713604454,German,,Leipzig,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/6544/1#
264,265,1894,,Henriette Pelz,fraktur,Schlesisches Kochbuch für bürgerliche Haushaltungen,Bourgeois cooking,,7,0.926719297503165,German,,Breslau,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/14475/1#
265,266,1894,,A. Straßer,fraktur,A. Straßer's deutsches Preis-Kochbuch,"Bourgeois cooking, Fine cooking",,30,0.746455570836118,German,,"Freiburg, Leipzig",Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/kochbuecher/content/pageview/3239827
266,267,1892,,M.S. Kübler,fraktur,Neues deutsches Kochbuch,Bourgeois cooking,,3,0.871424995067854,German,,Stuttgart,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/11972/1#
267,268,1891,,Hedwig Heyl,fraktur,Volks-Kochbuch für die Hand der Lehrerin  (2. Teil),Bourgeois cooking,,,0.794277775670837,German,,Berlin,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/17155/1#
268,269,1890,,Auguste Kux,fraktur,Kleines Kochbuch,Bourgeois cooking,,,0.938488631385082,German,,Mülheim an der Ruhr,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/10055/5
269,270,1890,,Fanny Beck,fraktur,Hygienisches Kochbuch,Rational and medical,,,0.821190811860427,German,,Berlin,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/9236/8
278,279,1875,,Johanna Boy,fraktur,Studenten-Kochbuch,,,,0.87119025667016,German,,Gotha,Germany,Staatsbibliothek zu Berlin,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN635355604&PHYSID=PHYS_0016&DMDID=DMDLOG_0004&view=overview-info
279,280,1874,,Crescentia Bohrer,fraktur,Crescentia Bohrer's Freiburger Kochbuch,Bourgeois cooking,,5,0.88250269806906,German,,Freiburg,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/3703/5
280,281,1873,,Josef Wiel,latin,Diätetisches Koch-Buch,Rational and medical,,2,0.758519198817912,German,,Freiburg,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3183601
281,282,1872,,L. Wolff-Küchler,fraktur,"Supp', Gemüs' und Fleisch",Bourgeois cooking,,18,0.921362452386725,German,,Darmstadt,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/15489/2
282,283,1870,,Elise Weber,fraktur,Das beste Bürger-Kochbuch für den täglichen Tisch,Bourgeois cooking,,12,0.913282289296743,German,,Leipzig,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/50854/2
283,284,1870,,Marie Abele,fraktur,Neuestes Stuttgarter Kochbuch,Bourgeois cooking,,,0.866534917735708,German,,Stuttgart,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/12114/5
284,285,1870,,Crescentia Bohrer,fraktur,Crescentia Bohrer's Freiburger Kochbuch,Bourgeois cooking,,4,0.866555762776073,German,,Freiburg,Germany,Badische Landesbibliothek,https://digital.blb-karlsruhe.de/id/3170667
285,286,1869,,Ignaz Benoit,fraktur,"Praktisches Kochbuch für Fleisch-, Geflügel- und Fischarten",Bourgeois cooking,,2,0.857823931057256,German,,Berlin,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/13321/1#
286,287,1869,,Elise Weber,fraktur,Das beste Bürger-Kochbuch für den täglichen Tisch,Bourgeois cooking,,10,0.891180101209187,German,,Leipzig,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/32070/1#
287,288,1867,,J. G. Sartory,fraktur,Neuestes Augsburger Kochbuch oder die Schwäbisch-Bayerische Küche,Fine cooking,,3,0.950701624657162,German,,Augsburg,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/11949/1#
288,289,1866,,,fraktur,Neues praktisches Badisches Kochbuch,Bourgeois cooking,,9,0.912115275790775,German,,Karlsruhe,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/12071/5#
289,290,1866,,A. Dietze,fraktur,Neuestes Dresdener Kochbuch zum Gebrauch für Stadt und Land,Bourgeois cooking,,3,0.91697598729521,German,,Dresden,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/11973/7#
290,291,1865,,Sophie Albrecht,fraktur,Thüringisches Kochbuch für die bürgerliche Küche,Bourgeois cooking,,6,0.907985060718957,German,,Leipzig,Germany,SLUB Dresden,https://digital.slub-dresden.de/werkansicht/dlf/15981/5
